894.506 , 8959.51
917.912 , 8472.97
901.931 , 8438.18
898.391 , 7592.86
921.935 , 7488.78
811.305 , 7028.99
861.534 , 8092.49
879.868 , 8090.84
879.125 , 7456.55
878.863 , 7293.52
866.297 , 7196.52
899.304 , 7920.91
830.6 , 8423.29
889.067 , 8065.2
892.834 , 8032.43
869.472 , 7393.12
846.227 , 7511.06
873.116 , 7665.11
900.647 , 8711.88
888.885 , 8041.02
862.347 , 7865.23
927.536 , 8149.86
858.81 , 7574.33
897.785 , 9179.45
902.539 , 7613.37
817.322 , 7084.93
773.684 , 7185.92
873.39 , 8325.74
913.473 , 8059.12
866.576 , 8027.46
922.579 , 7695.1
816.442 , 7718.25
891.426 , 7729.37
888.022 , 8765.25
905.491 , 8192.06
871.485 , 8262.58
886.387 , 7346
904.65 , 8352.08
862.079 , 7772.4
886.777 , 7411.27
871.097 , 7933.99
837.601 , 7918.94
846.923 , 7387.71
873.665 , 7967.16
845.656 , 7252.55
861.955 , 8206.18
845.483 , 7527.46
875.296 , 7946.71
858.836 , 7658.57
858.78 , 7539.21
857.513 , 8027.84
892.692 , 8942.69
903.121 , 7896.61
880.509 , 8160.31
827.926 , 8065.6
895.563 , 8168.52
829.876 , 7095.7
853.708 , 7289.48
914.995 , 8290.87
898.232 , 8152.43
855.285 , 8781.17
907.699 , 8661.32
882.173 , 8164.86
845.007 , 7590.76
884.283 , 7637.26
910.654 , 7988.99
882.427 , 8323.98
834.553 , 7564.23
857.482 , 7970.11
886.356 , 7868.56
899.26 , 7909.85
882.181 , 7830.37
873.213 , 8805.45
802.946 , 8186.88
802.822 , 7735.42
841.221 , 7214.01
845.406 , 8404.94
879.259 , 8271.76
864.849 , 8802.35
848.64 , 7477.69
863.59 , 8357.42
852.373 , 8696.94
856.393 , 8493.82
834.196 , 7235.79
842.779 , 7854.28
863.086 , 7760.47
839.145 , 7924.41
875.839 , 8537.67
812.637 , 8394.95
871.803 , 7499.21
901.143 , 7876.18
878.504 , 7770.95
869.667 , 7717.69
862.364 , 8998.87
901.002 , 8194.96
822.284 , 7303.19
865.899 , 7630.71
876.347 , 7869.11
881.97 , 7787.82
881.727 , 8816.48
839.649 , 8544.52
873.938 , 7625.22
916.721 , 7253.61
900.343 , 7668.55
898.738 , 7719.26
839.3 , 8103.94
891.698 , 8512.02
885.514 , 8221.93
891.801 , 8898.39
875.823 , 8744.44
812.456 , 6810.84
816.105 , 7617.04
878.636 , 7902.76
862.852 , 8277.18
886.409 , 7867.82
866.318 , 8158.15
855.452 , 7905.65
911.607 , 8196.05
879.7 , 7987.3
882.486 , 7992.15
900.599 , 7804.16
859.429 , 8237.48
778.478 , 7228.99
854.084 , 7971.85
874.204 , 7997.48
901.977 , 8518.52
892.209 , 8000.6
875.975 , 7894.61
851.752 , 7833.68
876.945 , 8703.37
881.637 , 8073.31
873.134 , 7256.79
859.265 , 8662.25
911.497 , 8694.46
844.345 , 8235.64
850.289 , 7733.78
864.379 , 8653.81
879.753 , 8376
902.68 , 8271.85
878.115 , 8054.72
858.683 , 7204.63
877.251 , 7982.65
903.448 , 7603.39
854.027 , 8259.69
885.334 , 8308.94
861.022 , 7999.82
859.361 , 7678.9
879.419 , 8219.58
878.698 , 7777.35
828.643 , 8028.26
888.39 , 8797.39
852.454 , 8033.66
874.248 , 7877.48
871.47 , 8159.12
866.082 , 8272.84
875.453 , 8257.8
889.726 , 7312.85
901.56 , 8425.26
833.202 , 7768.58
884.736 , 8248.23
888.838 , 8273.27
913.558 , 8346.65
794.356 , 8868.06
841.986 , 8065
862.982 , 7609.2
804.171 , 6564.08
848.984 , 7536.9
854.726 , 7613.91
808.539 , 8040.53
897.866 , 7513.29
888.404 , 7513.03
872.076 , 8260.11
869.238 , 8279.57
860.681 , 8788.11
902.584 , 8221.15
888.069 , 8220.41
852.19 , 8365.15
881.451 , 8265.91
900.455 , 8507.35
858.534 , 7889.17
905.412 , 8053.92
892.285 , 8428.61
918.408 , 8321.02
861.934 , 7283.39
866.02 , 8259.04
878.568 , 7844.96
870.593 , 7961.09
862.782 , 7853.93
796.081 , 8605.07
904.48 , 8339.91
847.326 , 7865.42
908.01 , 7527.75
860.915 , 7869.98
871.473 , 8809.58
862.603 , 8198.51
877.726 , 8424.31
840.409 , 8268.19
896.702 , 7944.4
878.623 , 7783.35
868.393 , 7619.67
877.924 , 7085.35
902.333 , 7466.29
841.996 , 8057.53
889.746 , 8048.97
839.748 , 8070.07
882.085 , 7754.47
893.792 , 8216.42
910.822 , 8577.94
865.217 , 7832.78
856.45 , 7612.43
813.132 , 7679.61
847.529 , 7291.78
911.294 , 8352.82
873.447 , 7630.72
868.753 , 8051.21
849.323 , 7598.74
916.191 , 8251.46
809.265 , 8216.6
887.988 , 8448.71
882.379 , 8941.65
883.588 , 8812.59
833.37 , 8169.39
850.291 , 8150.43
893.497 , 9277.97
883.279 , 7593.59
880.724 , 8399.74
878.015 , 7648.63
834.611 , 8334.32
868.255 , 8143.99
771.451 , 6876.27
836.999 , 7579.29
867.448 , 7772.14
864.522 , 7959.31
818.152 , 8074.79
850.605 , 7488.19
903.749 , 8208.97
896.232 , 8191.23
835.946 , 7497.64
836.497 , 7392.14
897.596 , 8003.14
865.036 , 7201.17
883.73 , 7854.21
867.636 , 7620.45
866.013 , 7048.57
845.55 , 7983.66
871.04 , 8440.21
870.877 , 8637.25
883.719 , 8251.69
835.821 , 8167.47
867.926 , 8140.59
854.16 , 7688.57
859.582 , 8822.71
872.853 , 7716.14
857.522 , 8192.92
906.179 , 7401.43
880.137 , 7964.11
882.107 , 8081.58
882.294 , 8020.31
891.116 , 7914.39
912.645 , 7929.07
888.744 , 8826.21
868.463 , 8270.82
865.134 , 7991.1
899.623 , 8348.84
903.54 , 7881
812.358 , 8068.54
850.53 , 8259.41
887.79 , 8461.11
890.164 , 8975.38
886.165 , 8580.17
891.421 , 7149.09
864.975 , 7198.76
802.472 , 6985.82
881.352 , 8341.18
899.855 , 7837.46
881.42 , 8657.1
854.092 , 8359.21
899.557 , 8287.96
860.947 , 7755.11
835.037 , 7748.47
867.607 , 7401.77
887.092 , 8343.78
816.552 , 7887.66
865.275 , 8170.49
886.468 , 8314.36
888.146 , 8427.92
886.548 , 8480
843.604 , 7169.63
872.874 , 7800.24
904.479 , 8240.83
901.425 , 8887.02
860.862 , 8661.76
876.965 , 7912.1
878.571 , 7995.12
901.55 , 7868.47
838.261 , 7483.57
837.452 , 8129.63
912.188 , 8224.85
905.138 , 8318.9
886.277 , 8214.15
892.955 , 8329.33
850.678 , 7418.64
782.516 , 6698.52
850.483 , 7771.43
871.218 , 7423.63
845.432 , 7772.12
884.113 , 6817.86
863.932 , 8133.17
863.928 , 7459.88
850.654 , 7730.04
898.848 , 7900.12
855.013 , 7941.31
899.979 , 8434.69
891.618 , 8520.73
836.127 , 7801.12
873.848 , 7475.92
891.681 , 7754.72
845.894 , 7867.37
894.873 , 8439.04
877.95 , 8398.87
834.418 , 7743.7
876.818 , 7472.36
834.164 , 7614.04
890.437 , 8072.99
895.376 , 7228.81
861.613 , 7289.72
876.096 , 8611.63
873.296 , 8214.28
903.126 , 8485.23
839.762 , 6876.9
908.19 , 8632.6
844.966 , 6945.35
893.023 , 7837.14
851.601 , 7747.21
871.365 , 7962.95
856.125 , 7457.99
894.661 , 8119.18
910.748 , 8439.72
870.412 , 7386.75
921.668 , 8055.78
848.299 , 8142.59
848.9 , 8435.39
767.944 , 7454.56
849.799 , 8321.2
861.017 , 7717.06
870.025 , 8329.33
875.999 , 8794.41
